"ID"";""Código"";""Descrição"";""Unidade"";""NCM"";""Origem"";""Preço"";""Valor IPI fixo"";""Observações"";""Situação"";""Estoque"";""Preço de custo"";""Cód. no fornecedor"";""Fornecedor"";""Localização"";""Estoque máximo"";""Estoque mínimo"";""Peso líquido (Kg)"";""Peso bruto (Kg)"";""GTIN/EAN"";""GTIN/EAN da Embalagem"";""Largura do produto"";""Altura do Produto"";""Profundidade do produto"";""Data Validade"";""Descrição do Produto no Fornecedor"";""Descrição Complementar"";""Itens p/ caixa"";""Produto Variação"";""Tipo Produção"";""Classe de enquadramento do IPI"";""Código na Lista de Serviços"";""Tipo do item"";""Grupo de Tags/Tags"";""Tributos"";""Código Pai"";""Código Integração"";""Grupo de produtos"";""Marca"";""CEST"";""Volumes"";""Descrição Curta"";""Cross-Docking"";""URL Imagens Externas"";""Link Externo"";""Meses Garantia no Fornecedor"";""Clonar dados do pai"";""Condição do Produto"";""Frete Grátis"";""Número FCI"";""Vídeo"";""Departamento"";""Unidade de Medida"";""Preço de Compra"";""Valor base ICMS ST para retenção"";""Valor ICMS ST para retenção"";""Valor ICMS próprio do substituto"";""Categoria do produto"";""Informações Adicionais"
""16500040600"";""1397	"";""TORNOZELEIRA COM CORACOES TRABALHADO BANH OURO 18K-TR00156"";""UN"";""7113.20.00"";""0"";""69,90"";""0,00"";"""";""Ativo"";""3,00"";""13,67"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""13,67"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16500037524"";""1396	"";""PULSEIRA ELOS COM ZIRCONIA BANH OURO 18K- L2504"";""UN"";""7113.20.00"";""0"";""109,90"";""0,00"";"""";""Ativo"";""-1,00"";""23,39"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""23,39"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16500031288"";""1395	"";""TORNOZELEIRA COM CORACOES CRISTAL BANH OURO 18K-TR00806"";""UN"";""7113.20.00"";""0"";""84,90"";""0,00"";"""";""Ativo"";""3,00"";""16,78"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""16,78"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499659970"";""1394	"";""TORNOZELEIRA DUPLA CORACAO BANH OURO18K-13446"";""UN"";""7113.20.00"";""0"";""84,90"";""0,00"";"""";""Ativo"";""5,00"";""16,76"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS "";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""16,76"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499648197"";""1393	"";""PULSEIRA CRISTAIS COLORIDOS BANH OURO18K- 12088"";""UN"";""7113.20.00"";""0"";""79,00"";""0,00"";"""";""Ativo"";""3,00"";""15,60"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS "";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""15,60"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499615258"";""1392	"";""PULSEIRA CORACAO VAZADO TRAB BANH OURO 18K-13462"";""UN"";""7113.20.00"";""0"";""99,00"";""0,00"";"""";""Ativo"";""3,00"";""19,63"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""19,63"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499606823"";""1391	"";""PULSEIRA C ZIRC COLORIDA BANHO OURO18K-13440"";""UN"";""7113.20.00"";""0"";""95,00"";""0,00"";"""";""Ativo"";""4,00"";""22,74"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";"""";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""22,74"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499533917"";""1390	"";""TORNOZELEIRA COM PINGENTES CRUZ BANH OURO 18K- TR0169"";""UN"";""7113.20.00"";""0"";""65,90"";""0,00"";"""";""Ativo"";""4,00"";""10,75"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""10,75"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499511032"";""1389	"";""PULSEIRA BANH OURO 18K COM PEROLAS MEDIA -PL4688"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""3,00"";""18,28"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""18,28"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499503996"";""1388	"";""PULSEIRA C CORACAO CHEIO E PEDRAS BANH OURO 18K-PL04992"";""UN"";""7113.20.00"";""0"";""84,90"";""0,00"";"""";""Ativo"";""5,00"";""15,51"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""15,51"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499494428"";""1387	"";""PULSEIRA BANH OURO COM PEROLAS MEDIA - PL04686"";""UN"";""7113.20.00"";""0"";""89,90"";""0,00"";"""";""Ativo"";""5,00"";""18,28"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""18,28"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499487434"";""1386	"";""PULSEIRA C CORACOES BANH OURO 18K E PEROLAS - PL2305"";""UN"";""7113.20.00"";""0"";""89,90"";""0,00"";"""";""Ativo"";""5,00"";""18,28"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""18,28"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499484534"";""1385	"";""PULSEIRA INFANTIL BANH OURO 18K C CORACAO CRISTAL  -PL03007"";""UN"";""7113.20.00"";""0"";""64,90"";""0,00"";"""";""Ativo"";""5,00"";""12,44"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,44"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499469333"";""1384	"";""PULSEIRA LUXO PEROLAS BANHO OURO 18K - PL05010"";""UN"";""7113.20.00"";""0"";""104,90"";""0,00"";"""";""Ativo"";""5,00"";""23,29"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""23,29"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499461889"";""1383	"";""PULSEIRA INFANTIL MINI ESFERAS BANH OURO 18K- PL02628"";""UN"";""7113.20.00"";""0"";""45,90"";""0,00"";"""";""Ativo"";""3,00"";""8,45"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""8,45"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499459695"";""1382	"";""PULSEIRA CORRENTARIA LUXO BANH OURO 18- PL4049"";""UN"";""7113.20.00"";""0"";""115,90"";""0,00"";"""";""Ativo"";""4,00"";""25,57"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""25,57"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499454093"";""1381	"";""PULSEIRA LUXO 2 VOLTAS E ZIRC EXTENSOR BANH OURO 18K-PL04264"";""UN"";""7113.20.00"";""0"";""109,00"";""0,00"";"""";""Ativo"";""5,00"";""25,30"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""25,30"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499447536"";""1380	"";""PULSEIRA ARVORE DA VIDA BANH OURO 18K- PL04551"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""2,00"";""16,01"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""16,01"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499443672"";""1379	"";""PULSEIRA LUXO TORCIDA BANH OURO 18K- PL01341"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""3,00"";""15,18"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""15,18"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499432763"";""1378	"";""TORNOZELEIRA CORACAO ESTRELAS E PEDRAS BANH OURO 18K- TR0728"";""UN"";""7113.20.00"";""0"";""65,90"";""0,00"";"""";""Ativo"";""2,00"";""12,14"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,14"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499429055"";""1377	"";""TORNOZELEIRA CORACAO VAZADO E PEDRAS BANH OURO 18K- TR0751"";""UN"";""7113.20.00"";""0"";""59,90"";""0,00"";"""";""Ativo"";""2,00"";""11,25"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""11,25"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499418942"";""1376	"";""TORNOZELEIRA CONCHAS BANH OURO 18K- TI32"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""3,00"";""16,37"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""16,37"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499293414"";""1375	"";""PULSEIRA COM ZIRCONIAS CRISTAL BANH OURO 18K-PL4678"";""UN"";""7113.20.00"";""0"";""69,90"";""0,00"";"""";""Ativo"";""0,00"";""12,14"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,14"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16499000148"";""1374	"";""PULSEIRA INFANTIL COM PINGENTES SORTIDOS BANH OURO 18K-PL0824"";""UN"";""7113.20.00"";""0"";""65,90"";""0,00"";"""";""Ativo"";""2,00"";""12,35"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,35"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498998791"";""1373	"";""PULSEIRA FINA COM BOLAS TRABALHADAS BANH OURO 18K- PL3090"";""UN"";""7113.20.00"";""0"";""67,90"";""0,00"";"""";""Ativo"";""2,00"";""13,20"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""13,20"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498997371"";""1372	"";""PULSEIRA ELOS TRABALHADOS FINA BANH OURO 18K- GFC258"";""UN"";""7113.20.00"";""0"";""99,00"";""0,00"";"""";""Ativo"";""0,00"";""17,55"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""17,55"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498989695"";""1371	"";""PULSEIRA PALITO COM CHAPAS REDONDAS BANH OURO 18K- GFC216"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""4,00"";""18,36"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""18,36"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498986785"";""1370	"";""PULSEIRA INFANTIL C CORACAO VAZADO BANH OURO 18K-PL02399"";""UN"";""7113.20.00"";""0"";""49,90"";""0,00"";"""";""Ativo"";""4,00"";""8,47"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""8,47"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498985960"";""1369	"";""PULSEIRA BANH OURO 18K COM GOTA MEDIA CRISTAL- PL4182"";""UN"";""7113.20.00"";""0"";""75,90"";""0,00"";"""";""Ativo"";""2,00"";""13,35"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""13,35"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498983979"";""1368	"";""PULSEIRA INFANTIL BANH OURO 18K C MINNIE RESINA -5050079"";""UN"";""7113.20.00"";""0"";""59,90"";""0,00"";"""";""Ativo"";""2,00"";""14,67"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""14,67"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498980444"";""1367	"";""PULSEIRA FOLHAS FECHO GRANDE BANH OURO 18K -PL117"";""UN"";""7113.20.00"";""0"";""99,00"";""0,00"";"""";""Ativo"";""2,00"";""22,97"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""22,97"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498977709"";""1366	"";""PULSEIRA ESCAMA DE PEIXE VAZADA BANH OURO 18K-PL00580"";""UN"";""7113.20.00"";""0"";""99,00"";""0,00"";"""";""Ativo"";""3,00"";""22,06"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""22,06"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498975387"";""1365	"";""PULSEIRA TORCIDA COM NINI BOLAS BANH OURO 18K-PL1069"";""UN"";""7113.20.00"";""0"";""65,90"";""0,00"";"""";""Ativo"";""3,00"";""9,40"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""9,40"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498967358"";""1364	"";""PULSEIRA VENEZIANA BANH OURO C PEROLA -PL02997"";""UN"";""7113.20.00"";""0"";""69,90"";""0,00"";"""";""Ativo"";""4,00"";""13,61"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""13,61"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498966403"";""1363	"";""PULSEIRA INFANTIL BANH OURO 18K C COELHO RESINA-5050075"";""UN"";""7113.20.00"";""0"";""54,90"";""0,00"";"""";""Ativo"";""5,00"";""14,67"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""14,67"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16498965095"";""1362	"";""PULSEIRA INFANTIL ESCAMA PEIXE BANH OURO 18K- PL4162"";""UN"";""7113.20.00"";""0"";""54,90"";""0,00"";"""";""Ativo"";""5,00"";""10,85"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""10,85"";""0,0000"";""0,0000"";""0,0000"";"""";""""
